id,source_text,target_text,alt_text
CLEVR_train_3245,What is the shape of the object that is the only metallic object that does not share a color with other objects?,"[""SELECT['objects']"", ""PROJECT['color', '#1']"", ""GROUP['count', '#1', '#2']"", ""SUPERLATIVE['min', '#1', '#3']"", ""FILTER['#4', 'that is metallic']"", ""PROJECT['shape of #REF', '#5']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are metallic']"", ""PROJECT['colors of #REF', '#2']"", ""GROUP['count', '#2', '#3']"", ""COMPARATIVE['#3', '#4', 'is the lowest']"", ""PROJECT['the shape of #REF', '#5']""]"
CLEVR_train_3246,Are all of the spheres pictured metallic?,"[""SELECT['spheres']"", ""FILTER['#1', 'that are metallic']"", ""BOOLEAN['#2', 'are there any #REF']""]","[""SELECT['spheres']"", ""FILTER['#1', 'that are metallic']"", ""AGGREGATE['count', '#1']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'and #4 are equal']""]"
CLEVR_train_3248,What color is the cylinder behind the large purple shiny cylinder?,"[""SELECT['cylinder']"", ""FILTER['#1', 'that is large']"", ""FILTER['#2', 'that is purple']"", ""FILTER['#3', 'that is shiny']"", ""FILTER['#1', 'that is behind #4']"", ""PROJECT['the color of #REF', '#5']""]","[""SELECT['cylinders']"", ""FILTER['#1', 'that is large']"", ""FILTER['#2', 'that is purple']"", ""FILTER['#3', 'that is shiny']"", ""FILTER['#1', 'that is behind #4']"", ""PROJECT['color of #REF', '#5']""]"
CLEVR_train_325,Which shape is the smallestt green object?,"[""SELECT['objects']"", ""FILTER['#1', 'that are green']"", ""PROJECT['the size of #REF', '#2']"", ""COMPARATIVE['#2', '#3', 'is the smallestt']"", ""PROJECT['the shape of #REF', '#4']""]","[""SELECT['green objects']"", ""PROJECT['size of #REF', '#1']"", ""SUPERLATIVE['min', '#1', '#2']"", ""PROJECT['shape of #REF', '#3']""]"
CLEVR_train_3250,Are their any matte cubes the same color as the matte sphere?,"[""SELECT['sphere']"", ""FILTER['#1', 'that is matte']"", ""SELECT['cubes']"", ""FILTER['#3', 'that are matte']"", ""PROJECT['color of #REF', '#2']"", ""PROJECT['color of #REF', '#4']"", ""BOOLEAN['#6', 'is same as #5']""]","[""SELECT['cubes']"", ""FILTER['#1', 'that are matte']"", ""SELECT['sphere']"", ""FILTER['#3', 'that is matte']"", ""PROJECT['color of #REF', '#2']"", ""PROJECT['color of #REF', '#4']"", ""BOOLEAN['if_exist', '#5', 'the same as #6']""]"
CLEVR_train_3251,How many cube shaped objects are in this picture,"[""SELECT['objects']"", ""FILTER['#1', 'that are cube shaped']"", ""AGGREGATE['count', '#2']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are cube shaped']"", ""DISCARD['#1', '#2']"", ""AGGREGATE['count', '#3']""]"
CLEVR_train_3255,How many blocks are made of metallic paint?,"[""SELECT['blocks']"", ""FILTER['#1', 'that are made of metallic paint']"", ""AGGREGATE['count', '#2']""]","[""SELECT['blocks']"", ""PROJECT['paint of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is metallic paint']"", ""AGGREGATE['count', '#3']""]"
CLEVR_train_3256,What material is the small yellow cylinder?,"[""SELECT['cylinders']"", ""FILTER['#1', 'that are yellow']"", ""FILTER['#2', 'that are small']"", ""PROJECT['the material of #REF', '#3']""]","[""SELECT['cylinders']"", ""FILTER['#1', 'that is yellow']"", ""FILTER['#2', 'that is small']"", ""PROJECT['material of #REF', '#3']""]"
CLEVR_train_3257,Are the two orange cylinders the same material?,"[""SELECT['orange cylinders']"", ""PROJECT['materials of #REF', '#1']"", ""BOOLEAN['#2', 'both the same']""]","[""SELECT['cylinders']"", ""FILTER['#1', 'that are orange']"", ""PROJECT['the materials of #REF', '#2']"", ""BOOLEAN['#3', 'are the same']""]"
CLEVR_train_326,is the red cube larger than the metallic blue cube?,"[""SELECT['red cube']"", ""SELECT['metallic blue cube']"", ""BOOLEAN['#1', 'larger than #2']""]","[""SELECT['red cube']"", ""SELECT['metallic blue cube']"", ""PROJECT['size of #REF', '#1']"", ""PROJECT['size of #REF', '#2']"", ""BOOLEAN['#3', 'is higher than #4']""]"
CLEVR_train_3261,how many metallic objects are there?,"[""SELECT['objects']"", ""FILTER['#1', 'that are metallic']"", ""AGGREGATE['count', '#2']""]","[""SELECT['objects']"", ""FILTER['#1', 'which are metallic']"", ""AGGREGATE['count', '#2']""]"
CLEVR_train_3264,What color are there the most things of?,"[""SELECT['colors']"", ""PROJECT['things of #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""SUPERLATIVE['max', '#1', '#3']""]","[""SELECT['objects']"", ""PROJECT['colors of #REF', '#1']"", ""GROUP['count', '#1', '#2']"", ""COMPARATIVE['#2', '#3', 'is the highest']""]"
CLEVR_train_3268,The purple cube is to the right of another cube.  Is the second cube shiny or matte?,"[""SELECT['cubes']"", ""FILTER['#1', 'that are purple']"", ""FILTER['#1', 'that #2 is to the right of']"", ""BOOLEAN['#3', 'is shiny']"", ""BOOLEAN['#3', 'is matte']"", ""UNION['#4', '#5']""]","[""SELECT['purple cube']"", ""SELECT['another cube']"", ""BOOLEAN['#1', 'is to the right of #2']"", ""BOOLEAN['#3', 'is shiny']"", ""BOOLEAN['#3', 'is matte']"", ""COMPARISON['true', '#4', '#5']""]"
CLEVR_train_327,Are all of the metallic items the same color?,"[""SELECT['items']"", ""FILTER['#1', 'that are metallic']"", ""PROJECT['colors of #REF', '#2']"", ""BOOLEAN['#3', 'if all of #REF are the same']""]","[""SELECT['metallic items']"", ""PROJECT['colors of #REF', '#1']"", ""BOOLEAN['#2', 'if all #REF are the same']""]"
CLEVR_train_3271,what is to the left of the metallic cube that sits in front of a red cube?,"[""SELECT['metallic cube']"", ""SELECT['red cube']"", ""FILTER['#1', 'that sits in front of #2']"", ""PROJECT['what is to the left of #REF', '#3']""]","[""SELECT['metallic cube']"", ""SELECT['red cube']"", ""FILTER['#1', 'that sits in front of #2']"", ""SELECT['what is to the left of #3']""]"
CLEVR_train_3272,What shape is the only brown object?,"[""SELECT['brown object']"", ""PROJECT['shape of #REF', '#1']""]","[""SELECT['objects']"", ""FILTER['#1', 'that is brown']"", ""PROJECT['the shape of #REF', '#2']""]"
CLEVR_train_3273,"There is a row of balls going from largest to smallestt, starting with red; what color is the smallestt ball in the back?","[""SELECT['balls']"", ""SELECT['balls that are in a row']"", ""FILTER['#2', 'that is from largest to smallestt']"", ""FILTER['#3', 'that is in the back']"", ""PROJECT['color of #REF', '#4']""]","[""SELECT['balls']"", ""PROJECT['size of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is the highest']"", ""COMPARATIVE['#1', '#2', 'is the smallestt']"", ""INTERSECTION['#1', '#3', '#4']"", ""FILTER['#5', 'in the back']"", ""PROJECT['color of #REF', '#6']""]"
CLEVR_train_3276,How many spheres are the same size as the gray cube?,"[""SELECT['spheres']"", ""SELECT['gray cube']"", ""PROJECT['sizes of #REF', '#1']"", ""PROJECT['size of #REF', '#3']"", ""COMPARATIVE['#1', '#3', 'is the same as #4']"", ""AGGREGATE['count', '#5']""]","[""SELECT['cubes']"", ""FILTER['#1', 'that are gray']"", ""SELECT['spheres']"", ""PROJECT['size of #REF', '#3']"", ""PROJECT['sizes of #REF', '#4']"", ""COMPARATIVE['#4', '#5', 'is the same as #2']"", ""AGGREGATE['count', '#6']""]"
CLEVR_train_3282,Which shape is the most numerous?,"[""SELECT['objects']"", ""PROJECT['shapes of #REF', '#1']"", ""GROUP['count', '#1', '#2']"", ""COMPARATIVE['#2', '#3', 'is the highest']""]","[""SELECT['shapes']"", ""FILTER['#1', 'that is the most numerous']""]"
CLEVR_train_3283,Are any of the balls shiny?,"[""SELECT['balls']"", ""FILTER['#1', 'that Are shiny']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'is higher than zero']""]","[""SELECT['balls']"", ""FILTER['#1', 'that are shiny']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3','more than zero']""]"
CLEVR_train_3286,"What color are the two objects that share color, size, and material?","[""SELECT['objects']"", ""PROJECT['color', '#1']"", ""GROUP['count', '#1', '#2']"", ""COMPARATIVE['#1', '#3', 'at least two']"", ""PROJECT['material', '#4']"", ""GROUP['count', '#4', '#5']"", ""COMPARATIVE['#4', '#6', 'at least two']"", ""PROJECT['size', '#7']"", ""GROUP['count', '#7', '#8']"", ""COMPARATIVE['#7', '#9', 'at least two']"", ""PROJECT['color of #REF', '#10']""]","[""SELECT['objects']"", ""PROJECT['colors of #REF', '#1']"", ""PROJECT['sizes of #REF', '#1']"", ""PROJECT['materials of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'are the same']"", ""COMPARATIVE['#1', '#4', 'are the same']"", ""INTERSECTION['#1', '#3', '#5']"", ""PROJECT['color of #REF', '#6']""]"
CLEVR_train_3287,Which color is the most numerous?,"[""SELECT['objects']"", ""PROJECT['colors of #REF', '#1']"", ""GROUP['count', '#1', '#2']"", ""SUPERLATIVE['max', '#2', '#3']""]","[""SELECT['colors']"", ""FILTER['#1', 'that are the most numerous']""]"
CLEVR_train_3289,How many of the red objects are shiny and also cube shaped?,"[""SELECT['objects']"", ""FILTER['#1', 'that are shiny']"", ""FILTER['#2', 'that are red']"", ""FILTER['#3', 'that are cube shaped']"", ""AGGREGATE['count', '#4']""]","[""SELECT['red objects']"", ""FILTER['#1', 'that are shiny']"", ""FILTER['#2', 'that are also cube shaped']"", ""AGGREGATE['count', '#3']""]"
CLEVR_train_3294,Are there any yellow objects in the picture given?,"[""SELECT['objects']"", ""FILTER['#1', 'that is yellow']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'higher than zero']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are yellow']"", ""BOOLEAN['if_exist', '#2', 'in the picture']""]"
CLEVR_train_3297,What material is the front most object?,"[""SELECT['objects']"", ""FILTER['#1', 'that is front most']"", ""PROJECT['material of #REF', '#2']""]","[""SELECT['object']"", ""FILTER['#1', 'that is front most']"", ""PROJECT['material of #REF', '#2']""]"
CLEVR_train_3298,Is the metallic cube larger than the rubber cube ? ,"[""SELECT['the metallic cube']"", ""SELECT['the rubber cube']"", ""PROJECT['size of #REF', '#1']"", ""PROJECT['size of #REF', '#2']"", ""BOOLEAN['#3', 'is larger than #4']""]","[""SELECT['the metallic cube']"", ""SELECT['the rubber cube']"", ""BOOLEAN['#1', 'larger than #2']""]"
CLEVR_train_3299,What color is the sphere to the left of the green sphere?,"[""SELECT['spheres']"", ""FILTER['#1', 'that is green']"", ""FILTER['#1', 'to the left of #2']"", ""PROJECT['the color of #REF', '#3']""]","[""SELECT['sphere']"", ""FILTER['#1', 'that is green']"", ""FILTER['#1', 'to the left of #2']"", ""PROJECT['color of #REF', '#3']""]"
CLEVR_train_330,is the silver cylinder behind the green cylinder?,"[""SELECT['cylinders']"", ""FILTER['#1', 'that is silver']"", ""FILTER['#1', 'that is green']"", ""BOOLEAN['#2', 'behind #3']""]","[""SELECT['cylinders']"", ""FILTER['#1', 'that are silver']"", ""FILTER['#1', 'that are green']"", ""BOOLEAN['#2', 'are behind #3']""]"
CLEVR_train_3301,What color is the object in directly in front of the blue cube?,"[""SELECT['objects']"", ""SELECT['blue cube']"", ""FILTER['#1', 'directly in front of #2']"", ""PROJECT['color of #REF', '#3']""]","[""SELECT['the blue cube']"", ""SELECT['objects']"", ""FILTER['#2', 'directly in front of #1']"", ""PROJECT['the color of #REF', '#3']""]"
CLEVR_train_3302,what is the color of the object that is not the same material as the others?,"[""SELECT['objects']"", ""PROJECT['materials of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'are the same']"", ""DISCARD['#1', '#3']"", ""PROJECT['color of #REF', '#4']""]","[""SELECT['objects']"", ""PROJECT['material of #REF', '#1']"", ""GROUP['count', '#1', '#2']"", ""COMPARATIVE['#2', '#3', 'is one']"", ""COMPARATIVE['#1', '#2', 'is #4']"", ""PROJECT['color of #REF', '#5']""]"
CLEVR_train_3304,What shape is the farthest object?,"[""SELECT['object']"", ""FILTER['#1', 'that is farthest']"", ""PROJECT['the shape of #REF', '#2']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are the farthest']"", ""PROJECT['the shape of #REF', '#2']""]"
CLEVR_train_3307,How many objects are to the left of all of the green objects,"[""SELECT['objects']"", ""FILTER['#1', 'that are green']"", ""FILTER['#1', 'that are to the left of #2']"", ""AGGREGATE['count', '#3']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are green']"", ""FILTER['#1', 'that are to the left of all #2']"", ""AGGREGATE['count', '#3']""]"
CLEVR_train_3308,Are the object to the right of the small green sphere and the object to the left of the blue cylinder the same color?,"[""SELECT['the small green sphere']"", ""SELECT['the blue cylinder']"", ""SELECT['objects']"", ""FILTER['#3', 'that are to the right of #1']"", ""FILTER['#3', 'that are to the left of #2']"", ""PROJECT['the color of #REF', '#4']"", ""PROJECT['the color of #REF', '#5']"", ""BOOLEAN['#6', 'is the same as #7']""]","[""SELECT['small green sphere']"", ""SELECT['blue cylinder']"", ""PROJECT['object to the right of #REF', '#1']"", ""PROJECT['object to the left of #REF', '#2']"", ""PROJECT['color of #REF', '#3']"", ""PROJECT['color of #REF', '#4']"", ""BOOLEAN['#5', 'the same as #6']""]"
CLEVR_train_3309,Will the blue ball fit between the other 2 objects as they are placed now?,"[""SELECT['balls']"", ""FILTER['#1', 'that is blue']"", ""PROJECT['Will the #REF fit between the other 2 objects as they are placed now', '#2']""]","[""SELECT['the blue ball']"", ""SELECT['objects']"", ""DISCARD['#2', '#1']"", ""BOOLEAN['#1', 'is between #3']""]"
CLEVR_train_331,How many cylinders are to the left of the small green object?,"[""SELECT['cylinders']"", ""SELECT['objects']"", ""FILTER['#2', 'that is green']"", ""FILTER['#3', 'that is small']"", ""FILTER['#1', 'that are to the left of #4']"", ""AGGREGATE['count', '#5']""]","[""SELECT['objects']"", ""FILTER['#1', 'that is small']"", ""FILTER['#2', 'that is green']"", ""SELECT['cylinders']"", ""FILTER['#4', 'to the left of #3']"", ""AGGREGATE['count', '#5']""]"
CLEVR_train_3311,How many total objects are in the picture?,"[""SELECT['objects']"", ""AGGREGATE['count', '#1']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are in the picture']"", ""AGGREGATE['count', '#2']""]"
CLEVR_train_3312,the small ball behind the small green block is the same color as what other object?,"[""SELECT['small ball']"", ""SELECT['small block']"", ""FILTER['#2', 'that is green']"", ""FILTER['#1', 'behind #3']"", ""SELECT['objects']"", ""DISCARD['#5', '#4']"", ""PROJECT['color of #REF', '#4']"", ""PROJECT['colors of #REF', '#6']"", ""COMPARATIVE['#6', '#7', 'is the same as #8']""]","[""SELECT['small ball']"", ""SELECT['small block']"", ""FILTER['#2', 'that is green']"", ""FILTER['#1', 'behind #3']"", ""SELECT['objects']"", ""DISCARD['#5', '#4']"", ""PROJECT['color of #REF', '#4']"", ""PROJECT['color of #REF', '#6']"", ""COMPARATIVE['#6', '#7', 'is the same as #8']""]"
CLEVR_train_3316,Which type of shape occurs the most frequently?,"[""SELECT['shapes']"", ""FILTER['#1', 'that occurs most frequently']""]","[""SELECT['shapes']"", ""PROJECT['how frequently #REF occurs', '#1']"", ""COMPARATIVE['#1', '#2', 'is the most frequently']""]"
CLEVR_train_3318,Are all the large cylinders made of the same material?,"[""SELECT['cylinders']"", ""FILTER['#1', 'that are large']"", ""PROJECT['materials of #REF', '#2']"", ""GROUP['count', '#2', '#3']"", ""AGGREGATE['max', '#4']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#5', 'is equal to #6']""]","[""SELECT['cylinders']"", ""FILTER['#1', 'that are large']"", ""PROJECT['materials of #REF', '#2']"", ""BOOLEAN['#3', 'are all #REF the same']""]"
CLEVR_train_3321,What shape are the objects that are matte and beige in color?,"[""SELECT['objects']"", ""PROJECT['colors of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is beige']"", ""FILTER['#3', 'that are matte']"", ""PROJECT['shapes of #REF', '#4']""]","[""SELECT['objects']"", ""PROJECT['colors of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is beige']"", ""FILTER['#3', 'that are matte']"", ""PROJECT['shape of #REF', '#4']""]"
CLEVR_train_3328,How many metallic objects are cubes?,"[""SELECT['metallic objects']"", ""FILTER['#1', 'that are cubes']"", ""AGGREGATE['count', '#2']""]","[""SELECT['metallic objects']"", ""FILTER['#1', 'which are cubes']"", ""AGGREGATE['count', '#2']""]"
CLEVR_train_3329,How many objects have metallic coloring?,"[""SELECT['objects']"", ""FILTER['#1', 'that have metallic coloring']"", ""AGGREGATE['count', '#2']""]","[""SELECT['objects']"", ""PROJECT['colorings of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is metallic']"", ""AGGREGATE['count', '#3']""]"
CLEVR_train_3330,Is the object in front the same color as the one in back?,"[""SELECT['objects']"", ""FILTER['#1', 'in the back']"", ""FILTER['#1', 'in the front']"", ""PROJECT['color of #REF', '#2']"", ""PROJECT['color of #REF', '#3']"", ""BOOLEAN['#5', 'is the same as #4']""]","[""SELECT['objects']"", ""FILTER['#1', 'that is in front']"", ""FILTER['#1', 'that is in back']"", ""PROJECT['color of #REF', '#2']"", ""PROJECT['color of #REF', '#3']"", ""BOOLEAN['#4', 'is the same as #5']”]"
CLEVR_train_3331,are the red cylinder and large metallic cylinder the same size?,"[""SELECT['red cylinder']"", ""SELECT['large cylinder']"", ""FILTER['#2', 'that is metallic']"", ""PROJECT['size of #REF', '#1']"", ""PROJECT['size of #REF', '#3']"", ""BOOLEAN['#4', 'the same as #5']""]","[""SELECT['red cylinder']"", ""SELECT['large cylinder']"", ""FILTER['#2', 'that is metallic']"", ""PROJECT['size of #REF', '#1']"", ""PROJECT['size of #REF', '#3']"", ""BOOLEAN['#4', 'is same as #5']""]"
CLEVR_train_3332,Which shape is in the front?,"[""SELECT['shapes']"", ""FILTER['#1', 'that is in the front']""]","[""SELECT['objects']"", ""FILTER['#1', 'that is in the front']"", ""PROJECT['the shape of #REF', '#2']""]"
CLEVR_train_3333,Are there more large objects than blue objects?,"[""SELECT['large objects']"", ""SELECT['blue objects']"", ""AGGREGATE['count', '#1']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'higher than #4']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are large']"", ""FILTER['#1', 'that are blue']"", ""AGGREGATE['count', '#2']"", ""AGGREGATE['count', '#3']"", ""BOOLEAN['#4', 'is more than #5']""]"
CLEVR_train_3334,There is a large cyan cube; what is the small shiny shape next to it?,"[""SELECT['large cube']"", ""FILTER['#1', 'that is cyan']"", ""SELECT['small shape']"", ""FILTER['#3', 'that is shiny']"", ""FILTER['#4', 'next to #2']""]","[""SELECT['large cyan cube']"", ""PROJECT['small shiny shape next to #REF', '#1']""]"
CLEVR_train_3336,How many matte cylinders are in the image?,"[""SELECT['cylinders']"", ""FILTER['#1', 'that are matte']"", ""AGGREGATE['count', '#2']""]","[""SELECT['matte cylinders']"", ""FILTER['#1', 'in the image']"", ""AGGREGATE['count', '#2']""]"
CLEVR_train_3337,Is the photo symmetrical?,"[""SELECT['the photo']"", ""BOOLEAN['#1', 'is symmetrical']""]","[""SELECT['photos']"", ""BOOLEAN['#1', 'are symmetrical']""]"
